rcode,pcode,year,month,exports_sa,imports_sa,rGDP,pGDP,bexrate,,,
GBR,ARG,2012,1,56694440.14,71007304.51,647966.44,572967.25,0.14980358,,,
GBR,ARG,2012,2,21675320.72,81411618.64,659926.88,570817.81,0.14567317,,,
GBR,ARG,2012,3,34070199.6,99948185.44,660968.31,575559.69,0.14579347,,,
GBR,ARG,2012,4,78212273.32,104430911.4,668906.69,573558.75,0.14272775,,,
GBR,ARG,2012,5,47741789.33,64111645.55,671151.69,580938.13,0.14176965,,,
GBR,ARG,2012,6,44931192.38,100246146.7,661749.25,586460,0.14289701,,,
GBR,ARG,2012,7,42530434.32,110560713.1,668370.75,593357.31,0.14099251,,,
GBR,ARG,2012,8,51477529.05,68806741.67,674364.38,600360.69,0.13864151,,,
GBR,ARG,2012,9,50391108.11,77676754.13,692458.63,604691.56,0.13340595,,,
GBR,ARG,2012,10,45311186.84,66184907.57,691685.19,608938.5,0.13198766,,,
GBR,ARG,2012,11,37173608.62,64315532.25,688198.13,611132.88,0.13075231,,,
GBR,ARG,2012,12,47490113.7,68986027.33,670056.31,614334.63,0.13263348,,8055802.65,
GBR,ARG,2013,1,43767592.38,83342764.04,691273.94,616411.31,0.1267882,,,
GBR,ARG,2013,2,35740028.42,51733565.87,671910.38,620646.25,0.12941009,,,
GBR,ARG,2013,3,47160216.32,69458889.01,655976.38,622322.44,0.13099813,,,
GBR,ARG,2013,4,41248081.06,28453693.62,667388.25,623089.88,0.12709655,,,
GBR,ARG,2013,5,63211863.96,96283822.42,671846.06,628295.38,0.12515023,,,
GBR,ARG,2013,6,43755221.97,79201972.36,684647.56,631375.31,0.12137987,,,
GBR,ARG,2013,7,43590923.16,66126567.04,674946.75,632789.06,0.12142464,,,
GBR,ARG,2013,8,57035643.93,74834669.8,690120.13,633341,0.11604265,,,
GBR,ARG,2013,9,35395476.84,86087446.74,708640.69,631928.38,0.11016107,,,
GBR,ARG,2013,10,43071306.17,95966368.59,720765.56,635936,0.10655323,,,
GBR,ARG,2013,11,43732570.79,95744645.3,723164.25,640713.88,0.10368476,,,
GBR,ARG,2013,12,31938367.11,84622149.73,739867.94,631353.19,0.096890673,,,
GBR,ARG,2014,1,43812271.73,94052896.45,747716.25,582121.56,0.085864887,,,
GBR,ARG,2014,2,47210919.41,70241221.18,744186.5,543009.44,0.078649208,,,
GBR,ARG,2014,3,42248958.28,61724149.81,762049.44,551666.94,0.076315366,,,
GBR,ARG,2014,4,66049431.89,65867868.72,771107.25,561618.06,0.075144231,,,
GBR,ARG,2014,5,37252612.36,79459588.75,778555.56,567853.63,0.074248709,,,
GBR,ARG,2014,6,41270447.42,93051665.61,783302.25,571178.56,0.073260128,,,
GBR,ARG,2014,7,34470377.62,38539795.57,784603.69,576793.69,0.072909668,,,
GBR,ARG,2014,8,31107187.45,72280252.97,776327.63,580997.19,0.072410375,,,
GBR,ARG,2014,9,34760383.29,93875304.36,757616.94,588373.19,0.073349133,,,
GBR,ARG,2014,10,38701382.19,61335162.38,747017.5,599254.06,0.074001871,,,
GBR,ARG,2014,11,36484956.86,56891905.85,745255.63,603423.31,0.073848203,,,
GBR,ARG,2014,12,34161526.56,106397098.6,732818,608104.75,0.074840657,,,
GBR,ARG,2015,1,29527754.58,62078595.28,712811.81,612301.94,0.076621033,,,
GBR,ARG,2015,2,32098941.83,84880370.69,720199.88,619542.44,0.075534463,,,
GBR,ARG,2015,3,41936506.84,51255251.4,707731.38,625481.81,0.076422937,,,
GBR,ARG,2015,4,37040807.74,67047182.5,710133.88,632533.06,0.075882807,,,
GBR,ARG,2015,5,36270133.12,55838597.66,735463.44,645275,0.072596967,,,
GBR,ARG,2015,6,37233785.46,62584090.32,739390.75,653836.81,0.071126051,,,
GBR,ARG,2015,7,34965479.7,85288923.27,739788.19,668087.5,0.0706646,,,
GBR,ARG,2015,8,33797786.25,86949701.17,743198.13,676807.69,0.069671862,,,
GBR,ARG,2015,9,36000067.18,71931420.15,732522.81,683743.19,0.069860898,,,
GBR,ARG,2015,10,27876234.35,87761106.12,723063.19,690457.75,0.069955587,,,
GBR,ARG,2015,11,53688622.54,84221888.32,730595.63,703210.19,0.068597317,,,
GBR,ARG,2015,12,35298078.06,75729990.06,723684.31,607100.88,0.058222201,,,
GBR,ARG,2016,1,36371919.78,64295818.8,698905.94,527815.94,0.051089477,,,
GBR,ARG,2016,2,36732052.77,60214737.32,695600.25,502211.34,0.047344748,,,
GBR,ARG,2016,3,30347635.54,88030933.81,694354.19,513141,0.047028363,,,
GBR,ARG,2016,4,27794826.78,70025822.54,700467.06,550247,0.048560649,,,
GBR,ARG,2016,5,30523768.79,76027413.16,712976.69,568147.13,0.048749611,,,
GBR,ARG,2016,6,24664320.2,68164280.41,699039.88,573276.06,0.049658202,,,
GBR,ARG,2016,7,35656838.31,60658728.47,649252.69,553626.13,0.051114697,,,
GBR,ARG,2016,8,31117980.52,72820164.5,650687.56,569308.69,0.051385649,,,
GBR,ARG,2016,9,29551175.19,65771223.26,655045.94,572923.56,0.050358888,,,
GBR,ARG,2016,10,37089570.7,65518823.14,618203.5,584331.38,0.053384107,,,
GBR,ARG,2016,11,38330592.45,73473014.93,624902.69,586629.31,0.052434631,,,
GBR,ARG,2016,12,39833725.26,66223472.44,630324.94,580212.75,0.050857686,,,
GBR,ARG,2017,1,31598367.79,75820537.61,621867.13,581882.38,0.051147029,,,
GBR,ARG,2017,2,32447045.52,81866878.73,632670.94,608722.31,0.051362716,,,
GBR,ARG,2017,3,30345948.19,86290034.99,625859.88,626979.13,0.052260414,,,
GBR,ARG,2017,4,38994802.57,96420504.52,642106.13,648978.13,0.051554188,,,
GBR,ARG,2017,5,38656825.72,69766996.97,658280.44,641790.69,0.049160328,,,
GBR,ARG,2017,6,41085096.34,69813211.07,652876.44,634757.5,0.048470221,,,
GBR,ARG,2017,7,40451373.94,63268533.24,663663.63,602626.5,0.044764802,,,
GBR,ARG,2017,8,41016492.67,60912809.44,664170,598834,0.044293761,,,
GBR,ARG,2017,9,43444418.1,64933601.6,684868.75,608780.38,0.043517284,,,
GBR,ARG,2017,10,37847676.01,75394931.32,680683.06,604847.88,0.043352786,,,
GBR,ARG,2017,11,28933396.42,69423329.94,682738.06,610899.75,0.043311276,,,
GBR,ARG,2017,12,39068343.43,90645979.46,694897.75,609196.13,0.042105291,,,
GBR,AUS,2012,1,556835888.9,558405303.6,647966.44,387637.84,0.66901314,,,
GBR,AUS,2012,2,501767634.4,794066094.2,659926.88,402369.09,0.67887491,,,
GBR,AUS,2012,3,573204910.2,641522150.6,660968.31,397432.44,0.66658223,,,
GBR,AUS,2012,4,486007698.5,723951271.7,668906.69,391723.47,0.64640558,,,
GBR,AUS,2012,5,669991922.9,414154475.8,671151.69,378834.75,0.6279096,,,
GBR,AUS,2012,6,473501386,501169015.8,661749.25,378536.06,0.64125133,,,
GBR,AUS,2012,7,527337645.4,301527160.8,668370.75,390659.06,0.66025442,,,
GBR,AUS,2012,8,594159984.7,632018479.4,674364.38,397742.16,0.66624939,,,
GBR,AUS,2012,9,567747528,942047006,692458.63,395343.19,0.64492512,,,
GBR,AUS,2012,10,567317716.8,675807744.5,691685.19,392130.81,0.64039862,,,
GBR,AUS,2012,11,595783150.4,446876656.6,688198.13,397800.81,0.65202862,,,
GBR,AUS,2012,12,607899795.7,638991602.5,670056.31,401257.69,0.67455405,,,
GBR,AUS,2013,1,541897202.8,496029174.9,691273.94,403995.94,0.6573934,,,
GBR,AUS,2013,2,455805795.1,333930491.4,671910.38,398609.03,0.66668314,,,
GBR,AUS,2013,3,514398990.2,254962137.3,655976.38,400543,0.68553925,,,
GBR,AUS,2013,4,490190150.7,303141150,667388.25,403879.28,0.6787886,,,
GBR,AUS,2013,5,473770521,239614382.3,671846.06,387080.88,0.64816505,,,
GBR,AUS,2013,6,475549200.8,333077833.5,684647.56,369354.78,0.60871023,,,
GBR,AUS,2013,7,418217758,217028131.6,674946.75,360156.41,0.60384303,,,
GBR,AUS,2013,8,409622510.6,312644201,690120.13,356851.5,0.58367318,,,
GBR,AUS,2013,9,568942825.7,279501666.7,708640.69,367987.03,0.58469057,,,
GBR,AUS,2013,10,464036191.7,166373026.2,720765.56,379436.41,0.59126949,,,
GBR,AUS,2013,11,478527083.7,514331664.1,723164.25,373364.38,0.5803287,,,
GBR,AUS,2013,12,444288270.1,237425175.2,739867.94,360792.66,0.54855025,,,
GBR,AUS,2014,1,491716310.7,483023171.1,747716.25,357296.38,0.5379436,,,
GBR,AUS,2014,2,488781532.3,271858984.3,744186.5,361216.38,0.54958296,,,
GBR,AUS,2014,3,542391911.2,292074021.9,762049.44,365164.19,0.54568857,,,
GBR,AUS,2014,4,432835482.6,254081259.1,771107.25,374628.41,0.55642617,,,
GBR,AUS,2014,5,476809730.1,358500544.6,778555.56,374414.97,0.55246156,,,
GBR,AUS,2014,6,466673691.4,244767296.8,783302.25,376676.94,0.55410409,,,
GBR,AUS,2014,7,501261333.8,465868654.6,784603.69,377657.03,0.55629921,,,
GBR,AUS,2014,8,486766857.4,219122736.3,776327.63,374763.81,0.55702978,,,
GBR,AUS,2014,9,470031080.8,166027130.6,757616.94,365680.28,0.55606258,,,
GBR,AUS,2014,10,476430346,177189396,747017.5,355117.81,0.54679024,,,
GBR,AUS,2014,11,481765542.6,153983591,745255.63,350765.63,0.54061311,,,
GBR,AUS,2014,12,441407624.6,226800127.6,732818,335274.84,0.52478105,,,
GBR,AUS,2015,1,423388899.7,262968932.3,712811.81,328855.75,0.52845156,,,
GBR,AUS,2015,2,471238167.5,365848684.3,720199.88,317507.78,0.50829774,,,
GBR,AUS,2015,3,439682270.7,260986071,707731.38,314830.69,0.51624304,,,
GBR,AUS,2015,4,473314815.5,239823224.5,710133.88,314330.31,0.51701981,,,
GBR,AUS,2015,5,477595201,260263810.4,735463.44,322708.28,0.51072794,,,
GBR,AUS,2015,6,463718063.6,301461169.9,739390.75,316526.09,0.49654835,,,
GBR,AUS,2015,7,520034712.8,302821293.3,739788.19,305392.03,0.477164,,,
GBR,AUS,2015,8,493330131.1,90136213.68,743198.13,300175.47,0.46738121,,,
GBR,AUS,2015,9,464325141.9,206464751.7,732522.81,290679.66,0.45970204,,,
GBR,AUS,2015,10,499891157.3,232518180,723063.19,296707,0.47590014,,,
GBR,AUS,2015,11,427497878.8,268665133.5,730595.63,295618,0.47034875,,,
GBR,AUS,2015,12,451785480.5,281206377.9,723684.31,300390,0.48361099,,,
GBR,AUS,2016,1,473682821.4,356196885.9,698905.94,292133.69,0.48809952,,,
GBR,AUS,2016,2,452610682.4,361281074.2,695600.25,297525.72,0.49874675,,,
GBR,AUS,2016,3,404811621.1,705441258.3,694354.19,313728.97,0.52609378,,,
GBR,AUS,2016,4,529677259.8,1424997244,700467.06,322534.63,0.53537363,,,
GBR,AUS,2016,5,439188678.6,629400630.5,712976.69,309273.97,0.50416374,,,
GBR,AUS,2016,6,432921045.3,583730603.7,699039.88,313447.09,0.52095723,,,
GBR,AUS,2016,7,374311982,689177799.2,649252.69,319942.03,0.57231414,,,
GBR,AUS,2016,8,400472599.1,934292053,650687.56,327606.94,0.58139426,,,
GBR,AUS,2016,9,411342411,474253686.7,655045.94,329754.13,0.57804263,,,
GBR,AUS,2016,10,384783824.1,199233564.8,618203.5,334159.5,0.61723721,,,
GBR,AUS,2016,11,438795809.1,404996789.4,624902.69,332817.16,0.60614932,,,
GBR,AUS,2016,12,473357400.3,478039483.5,630324.94,326649.81,0.58786166,,,
GBR,AUS,2017,1,419097690.6,294229781,621867.13,333282.97,0.60597926,,,
GBR,AUS,2017,2,434206965.9,540333089.6,632670.94,343057.5,0.61410993,,,
GBR,AUS,2017,3,470865847.1,248537154.9,625859.88,341045.09,0.61816686,,,
GBR,AUS,2017,4,483144353.5,396314939,642106.13,337240.13,0.5967831,,,
GBR,AUS,2017,5,445293791.1,303302729.9,658280.44,333243.56,0.57491523,,,
GBR,AUS,2017,6,478011443.5,262060580,652876.44,339589.91,0.59040046,,,
GBR,AUS,2017,7,456403087.3,103227915.8,663663.63,350957.56,0.59992963,,,
GBR,AUS,2017,8,456017281.6,680895856.8,664170,357549.59,0.61090755,,,
GBR,AUS,2017,9,523382518.2,674160958.6,684868.75,360974.16,0.59828931,,,
GBR,AUS,2017,10,510414238.6,563303801.1,680683.06,353696.5,0.58999944,,,
GBR,AUS,2017,11,525587073.6,499212766.3,682738.06,346782.66,0.57735687,,,
GBR,AUS,2017,12,528812235.6,454403428.7,694897.75,348296.06,0.57035059,,,
GBR,AUT,2012,1,208762970.9,380252062.6,647966.44,102014.57,0.83150345,,,
GBR,AUT,2012,2,198322633.9,500194335.1,659926.88,104582.84,0.83701295,,,
GBR,AUT,2012,3,212388428,395048216,660968.31,104447.44,0.83463746,,,
GBR,AUT,2012,4,192941575.4,332252275.3,668906.69,104185.21,0.82268661,,,
GBR,AUT,2012,5,209539996.4,358645010.5,671151.69,101509.09,0.80346304,,,
GBR,AUT,2012,6,192112562.6,301241492.9,661749.25,99692.336,0.8048411,,,
GBR,AUT,2012,7,193250559.1,295993313.2,668370.75,98031.797,0.78799689,,,
GBR,AUT,2012,8,193753973.8,311852949.6,674364.38,99276.164,0.7891776,,,
GBR,AUT,2012,9,194415398.9,296540191.2,692458.63,103263.65,0.79768515,,,
GBR,AUT,2012,10,195587611.3,324806738.5,691685.19,104538.61,0.8066842,,,
GBR,AUT,2012,11,218457946.5,298407810.7,688198.13,103215.68,0.80346209,,,
GBR,AUT,2012,12,176479545.1,320651145.1,670056.31,105407.7,0.84584498,,,
GBR,AUT,2013,1,209399280.8,344896307.7,691273.94,106613.15,0.83231086,,,
GBR,AUT,2013,2,259455945.7,309064266.5,671910.38,107398.19,0.86307269,,,
GBR,AUT,2013,3,177964499.6,325967936,655976.38,104431.47,0.8600837,,,
GBR,AUT,2013,4,200214971.7,397653592,667388.25,105140.12,0.85157335,,,
GBR,AUT,2013,5,204297005.4,340091901.6,671846.06,105063.58,0.84824568,,,
GBR,AUT,2013,6,189921668.6,377834991.2,684647.56,107022,0.85082281,,,
GBR,AUT,2013,7,204843777.9,411889584.5,674946.75,106417.96,0.86111176,,,
GBR,AUT,2013,8,209932014.4,397117754.3,690120.13,108358.56,0.85914719,,,
GBR,AUT,2013,9,198441279.1,385296306.4,708640.69,108737.46,0.84119093,,,
GBR,AUT,2013,10,213377846.8,405136970.9,720765.56,111147.5,0.84694856,,,
GBR,AUT,2013,11,204280474.5,400639390.4,723164.25,110359.45,0.83921117,,,
GBR,AUT,2013,12,202020369.4,359730758.2,739867.94,112456.06,0.83689398,,,
GBR,AUT,2014,1,226756185.2,403904998,747716.25,112052.48,0.82616204,,,
GBR,AUT,2014,2,221544757.7,404391012.9,744186.5,112793.62,0.83723736,,,
GBR,AUT,2014,3,230295000.9,405138790,762049.44,114489.68,0.83154821,,,
GBR,AUT,2014,4,225673214.6,414047216.8,771107.25,114748.38,0.82525408,,,
GBR,AUT,2014,5,222122329.7,405697928.3,778555.56,114302.48,0.81493765,,,
GBR,AUT,2014,6,234358735.9,411990292.8,783302.25,113361.83,0.80407447,,,
GBR,AUT,2014,7,237891267.3,477986400.8,784603.69,113143.59,0.80193096,,,
GBR,AUT,2014,8,213597842,388272516,776327.63,111578.48,0.79727691,,,
GBR,AUT,2014,9,230022339.9,423662065.3,757616.94,108390.25,0.79165119,,,
GBR,AUT,2014,10,217573097.9,488501738.2,747017.5,106758.72,0.78883928,,,
GBR,AUT,2014,11,198137192.1,399694271.5,745255.63,105273.77,0.77945131,,,
GBR,AUT,2014,12,206438822.2,441920458.9,732818,104289.55,0.78501403,,,
GBR,AUT,2015,1,192030867.9,366555905.9,712811.81,98478.813,0.76183295,,,
GBR,AUT,2015,2,204191299.9,388654626.8,720199.88,96663.891,0.74060208,,,
GBR,AUT,2015,3,173754467.6,392124975.6,707731.38,92763.219,0.72370243,,,
GBR,AUT,2015,4,194839210.5,356784253.1,710133.88,92715.594,0.72134197,,,
GBR,AUT,2015,5,191424436.5,403541331.7,735463.44,96145.555,0.72062904,,,
GBR,AUT,2015,6,197678678.2,395389940.6,739390.75,96928.938,0.72100919,,,
GBR,AUT,2015,7,189387121,372138010.3,739788.19,95288.625,0.7068305,,,
GBR,AUT,2015,8,194788464.4,375568859.9,743198.13,96717.313,0.71385306,,,
GBR,AUT,2015,9,212163079.6,403975784.4,732522.81,97620.164,0.73072803,,,
GBR,AUT,2015,10,217487086.7,400970277.1,723063.19,97933.078,0.74236816,,,
GBR,AUT,2015,11,215659946.6,392031376.4,730595.63,93796.422,0.7057814,,,
GBR,AUT,2015,12,256490604.5,382664185.7,723684.31,95244.102,0.72566307,,,
GBR,AUT,2016,1,179115197.1,358372321.3,698905.94,95310.719,0.75412726,,,
GBR,AUT,2016,2,210705134.2,406567651.9,695600.25,97421.43,0.77618337,,,
GBR,AUT,2016,3,207390301.8,363435957.3,694354.19,97548.789,0.78028792,,,
GBR,AUT,2016,4,222433474.7,421742458.7,700467.06,99716.453,0.79238164,,,
GBR,AUT,2016,5,209134481.4,385021709.7,712976.69,99654.313,0.77879655,,,
GBR,AUT,2016,6,218972166.2,368103059.9,699039.88,99114.609,0.79083312,,,
GBR,AUT,2016,7,193048859.1,327837256.7,649252.69,97882.5,0.84175199,,,
GBR,AUT,2016,8,221771089.1,375002356.5,650687.56,99508.43,0.8549071,,,
GBR,AUT,2016,9,197368428.6,335965382,655045.94,99869.805,0.85335195,,,
GBR,AUT,2016,10,183319112.3,288407458.4,618203.5,98568.414,0.89351475,,,
GBR,AUT,2016,11,198540805.4,347563675.9,624902.69,97084.688,0.86864156,,,
GBR,AUT,2016,12,199414304.5,359636984.8,630324.94,95315.852,0.84356499,,,
GBR,AUT,2017,1,180109386.3,377056409.2,621867.13,96493.961,0.86366409,,,
GBR,AUT,2017,2,187461471.8,324569246.1,632670.94,97124.672,0.85247558,,,
GBR,AUT,2017,3,238780306.9,355636103.7,625859.88,97876.477,0.86641228,,,
GBR,AUT,2017,4,159243360.5,321530188,642106.13,98594.391,0.84872544,,,
GBR,AUT,2017,5,203234842.6,330832888.2,658280.44,102016.05,0.85458213,,,
GBR,AUT,2017,6,186388928.6,351397806.2,652876.44,104098.34,0.87718141,,,
GBR,AUT,2017,7,212856470.7,393285257.1,663663.63,107210.73,0.88665187,,,
GBR,AUT,2017,8,212482699,363255501.6,664170,110418.6,0.91090643,,,
GBR,AUT,2017,9,201440990.6,355672620.3,684868.75,111956.47,0.8941415,,,
GBR,AUT,2017,10,213771579.1,341733262.1,680683.06,110985.22,0.89031547,,,
GBR,AUT,2017,11,215565356.7,375616181,682738.06,111224.31,0.88777089,,,
GBR,AUT,2017,12,222553280.5,383681323.2,694897.75,112821.02,0.88300365,,,
GBR,BEL,2012,1,1958844809,2406111709,647966.44,125030.09,0.83150345,,,
GBR,BEL,2012,2,1949462648,2452465148,659926.88,128081.05,0.83701295,,,
GBR,BEL,2012,3,1986035343,2442857071,660968.31,127818.68,0.83463746,,,
GBR,BEL,2012,4,1788372603,2264298816,668906.69,127401.58,0.82268661,,,
GBR,BEL,2012,5,1920226864,2531257250,671151.69,123750.2,0.80346304,,,
GBR,BEL,2012,6,1787123001,2127705159,661749.25,121165.25,0.8048411,,,
GBR,BEL,2012,7,1790391783,2211963981,668370.75,118785.05,0.78799689,,,
GBR,BEL,2012,8,2048057496,2394237369,674364.38,120081.13,0.7891776,,,
GBR,BEL,2012,9,1588504601,2355820897,692458.63,124685.44,0.79768515,,,
GBR,BEL,2012,10,1721366488,2599343752,691685.19,126004.79,0.8066842,,,
GBR,BEL,2012,11,1787801849,2422757519,688198.13,124622.3,0.80346209,,,
GBR,BEL,2012,12,1792292185,2491059868,670056.31,127486.17,0.84584498,,,
GBR,BEL,2013,1,1995246430,2623147522,691273.94,129164.45,0.83231086,,,
GBR,BEL,2013,2,2122976316,2522222073,671910.38,130168.76,0.86307269,,,
GBR,BEL,2013,3,1494855296,2989641072,655976.38,126624.57,0.8600837,,,
GBR,BEL,2013,4,1818461791,2673777562,667388.25,127535.49,0.85157335,,,
GBR,BEL,2013,5,1718690127,2506029772,671846.06,127189.84,0.84824568,,,
GBR,BEL,2013,6,1873989701,2275843905,684647.56,129304.52,0.85082281,,,
GBR,BEL,2013,7,1843820077,2461097620,674946.75,128321.34,0.86111176,,,
GBR,BEL,2013,8,1691330994,2475272397,690120.13,131028.96,0.85914719,,,
GBR,BEL,2013,9,1766865007,2646117711,708640.69,131855.55,0.84119093,,,
GBR,BEL,2013,10,1708140366,2608637289,720765.56,135154.08,0.84694856,,,
GBR,BEL,2013,11,1537405391,2690088415,723164.25,133872.17,0.83921117,,,
GBR,BEL,2013,12,1604224284,2691713904,739867.94,136087.89,0.83689398,,,
GBR,BEL,2014,1,1818224899,2762119632,747716.25,135275.23,0.82616204,,,
GBR,BEL,2014,2,1791063744,2663481540,744186.5,135773.19,0.83723736,,,
GBR,BEL,2014,3,1827063296,2709306902,762049.44,137414.44,0.83154821,,,
GBR,BEL,2014,4,1788987269,2833715762,771107.25,137326.08,0.82525408,,,
GBR,BEL,2014,5,1812805940,2871868815,778555.56,136984.48,0.81493765,,,
GBR,BEL,2014,6,1743253947,2913235153,783302.25,136046.86,0.80407447,,,
GBR,BEL,2014,7,1712491500,3000450669,784603.69,135973.53,0.80193096,,,
GBR,BEL,2014,8,1494034341,2804559201,776327.63,133904.36,0.79727691,,,
GBR,BEL,2014,9,1726323376,2855055503,757616.94,129896.3,0.79165119,,,
GBR,BEL,2014,10,1775257635,3017391432,747017.5,127762.85,0.78883928,,,
GBR,BEL,2014,11,1590572877,2722565554,745255.63,125987.98,0.77945131,,,
GBR,BEL,2014,12,1694952773,2652818759,732818,124812.33,0.78501403,,,
GBR,BEL,2015,1,1451044264,2417072950,712811.81,117860.18,0.76183295,,,
GBR,BEL,2015,2,1403742360,2581422613,720199.88,115362.16,0.74060208,,,
GBR,BEL,2015,3,1428612715,2539160675,707731.38,110397.31,0.72370243,,,
GBR,BEL,2015,4,1438682361,2511991232,710133.88,110034.19,0.72134197,,,
GBR,BEL,2015,5,1419602349,2606486447,735463.44,114145.9,0.72062904,,,
GBR,BEL,2015,6,1464793276,2763633166,739390.75,115117.14,0.72100919,,,
GBR,BEL,2015,7,1526650308,2723673962,739788.19,113209.32,0.7068305,,,
GBR,BEL,2015,8,1495323467,2656715195,743198.13,115007.57,0.71385306,,,
GBR,BEL,2015,9,1516651860,2613502316,732522.81,116182.61,0.73072803,,,
GBR,BEL,2015,10,1536896706,2590898981,723063.19,116656.38,0.74236816,,,
GBR,BEL,2015,11,1499906922,2639757639,730595.63,111393.52,0.7057814,,,
GBR,BEL,2015,12,1501033842,2602516426,723684.31,112773.82,0.72566307,,,
GBR,BEL,2016,1,1304102748,2553414549,698905.94,112515.03,0.75412726,,,
GBR,BEL,2016,2,1370378521,2659375614,695600.25,115775.8,0.77618337,,,
GBR,BEL,2016,3,1311426021,2535342094,694354.19,116696.15,0.78028792,,,
GBR,BEL,2016,4,1415115059,2865713574,700467.06,120074.34,0.79238164,,,
GBR,BEL,2016,5,1329978848,2596975289,712976.69,119921.48,0.77879655,,,
GBR,BEL,2016,6,1296571167,2580556803,699039.88,119194.71,0.79083312,,,
GBR,BEL,2016,7,1243662829,2543299493,649252.69,117636.91,0.84175199,,,
GBR,BEL,2016,8,1268494152,2629996502,650687.56,119390.23,0.8549071,,,
GBR,BEL,2016,9,1286298833,2670419225,655045.94,119623.81,0.85335195,,,
GBR,BEL,2016,10,1180150999,2382230162,618203.5,117869.04,0.89351475,,,
GBR,BEL,2016,11,1369496283,2696939854,624902.69,115860.31,0.86864156,,,
GBR,BEL,2016,12,1339819299,2651133868,630324.94,113521.75,0.84356499,,,
GBR,BEL,2017,1,1326092206,2689883762,621867.13,114697.01,0.86366409,,,
GBR,BEL,2017,2,1476244883,2682458694,632670.94,115434.69,0.85247558,,,
GBR,BEL,2017,3,1459077611,2989535032,625859.88,116316.2,0.86641228,,,
GBR,BEL,2017,4,1433609915,2596651895,642106.13,117157.35,0.84872544,,,
GBR,BEL,2017,5,1448424828,2642661766,658280.44,120807.67,0.85458213,,,
GBR,BEL,2017,6,1444145497,2561898826,652876.44,122852.96,0.87718141,,,
GBR,BEL,2017,7,1508834211,2275412723,663663.63,126096.46,0.88665187,,,
GBR,BEL,2017,8,1641618355,2677053608,664170,129618.69,0.91090643,,,
GBR,BEL,2017,9,1524611962,2597875039,684868.75,131172.13,0.8941415,,,
GBR,BEL,2017,10,1446552609,2715480343,680683.06,129786.84,0.89031547,,,
GBR,BEL,2017,11,1543212039,2695346027,682738.06,129739.24,0.88777089,,,
GBR,BEL,2017,12,1441548237,2947727132,694897.75,131273,0.88300365,,,
GBR,BRA,2012,1,272703142.1,351034581.5,647966.44,649854.19,0.35962448,,,
GBR,BRA,2012,2,417056681.2,378668044.3,659926.88,681236.94,0.36806902,,,
GBR,BRA,2012,3,355266177,422566314.3,660968.31,658402.63,0.35317913,,,
GBR,BRA,2012,4,307473357.6,357467565.5,668906.69,640869.63,0.3378014,,,
GBR,BRA,2012,5,320917498.5,422080673.8,671151.69,606691.25,0.31809968,,,
GBR,BRA,2012,6,312850181,408924252.8,661749.25,591178.94,0.31377351,,,
GBR,BRA,2012,7,276829470.7,383421442.1,668370.75,602671.25,0.31611386,,,
GBR,BRA,2012,8,275236566.6,463096924.2,674364.38,605518.56,0.31351489,,,
GBR,BRA,2012,9,356902289.2,369978527,692458.63,609036,0.3058652,,,
GBR,BRA,2012,10,327788976.5,534185839.8,691685.19,611453.75,0.30619782,,,
GBR,BRA,2012,11,335136258.3,357752376.5,688198.13,608184.25,0.30397809,,,
GBR,BRA,2012,12,326265307.2,374775349.8,670056.31,607011.75,0.30946702,,,
GBR,BRA,2013,1,416204939.4,402332582.2,691273.94,627858.81,0.30816424,,,
GBR,BRA,2013,2,312221244.8,416726515.8,671910.38,655090.19,0.32734972,,,
GBR,BRA,2013,3,290154155.3,353496342.5,655976.38,660913.94,0.33481175,,,
GBR,BRA,2013,4,344867891.8,443573075,667388.25,662144.38,0.32636824,,,
GBR,BRA,2013,5,283506269.4,338528814.6,671846.06,657160,0.32199559,,,
GBR,BRA,2013,6,391675927.3,374455649.4,684647.56,618895.19,0.29778978,,,
GBR,BRA,2013,7,320435007.9,336539713.5,674946.75,600009.5,0.29305962,,,
GBR,BRA,2013,8,325998395.8,261564464.1,690120.13,581152,0.27603275,,,
GBR,BRA,2013,9,284692749.9,427258521.9,708640.69,602897.94,0.27731147,,,
GBR,BRA,2013,10,362491269.3,357911888,720765.56,629375.25,0.28303885,,,
GBR,BRA,2013,11,265943976.3,408167754.1,723164.25,609090.69,0.2717329,,,
GBR,BRA,2013,12,280348634.3,389041302,739867.94,599742.25,0.26031691,,,
GBR,BRA,2014,1,350788875.2,367751627.1,747716.25,596166.63,0.25488523,,,
GBR,BRA,2014,2,213431238.1,351383121.7,744186.5,595692.13,0.25667009,,,
GBR,BRA,2014,3,383002518.6,330755250.7,762049.44,612211.56,0.25838414,,,
GBR,BRA,2014,4,321717433.5,372077441.1,771107.25,639038.38,0.26733932,,,
GBR,BRA,2014,5,384604589.4,396839085.8,778555.56,647592,0.26728997,,,
GBR,BRA,2014,6,270611444.7,355210936.3,783302.25,647716.31,0.26470527,,,
GBR,BRA,2014,7,322766275.8,407137889.1,784603.69,655974.63,0.26662204,,,
GBR,BRA,2014,8,330390731.4,398887505.2,776327.63,644574.63,0.26383564,,,
GBR,BRA,2014,9,265408215.7,304272150,757616.94,630900.88,0.26367491,,,
GBR,BRA,2014,10,267035409.5,323592470.7,747017.5,601428.63,0.25402048,,,
GBR,BRA,2014,11,303500030.2,312782321.6,745255.63,580716,0.24543242,,,
