rcode,pcode,year,month,exports_sa,imports_sa,rGDP,pGDP,bexrate,,,
GBR,NLD,2017,5,1902921910,4567979365,658280.44,203486.27,0.85458213,,,
GBR,NLD,2017,6,2280395173,4066146861,652876.44,207467.63,0.87718141,,,
GBR,NLD,2017,7,2112875715,3949471294,663663.63,213494.78,0.88665187,,,
GBR,NLD,2017,8,2299503374,4847045860,664170,219760.39,0.91090643,,,
GBR,NLD,2017,9,2559333759,4433208858,684868.75,222698.19,0.8941415,,,
GBR,NLD,2017,10,2479093667,4510283587,680683.06,220645.45,0.89031547,,,
GBR,NLD,2017,11,2740959489,4885000769,682738.06,221364.59,0.88777089,,,
GBR,NLD,2017,12,2743109731,4694834758,694897.75,224787.34,0.88300365,,,
GBR,NOR,2012,1,447042389.5,3606939749,647966.44,125776.3,0.10829018,,,
GBR,NOR,2012,2,435384362,3417052779,659926.88,130735.26,0.11084937,,,
GBR,NOR,2012,3,466067192.6,3398983558,660968.31,130407.65,0.11072736,,,
GBR,NOR,2012,4,496994686.5,3236327612,668906.69,129175.13,0.10870379,,,
GBR,NOR,2012,5,464208560.2,3596625011,671151.69,125129.16,0.1063021,,,
GBR,NOR,2012,6,447150623.8,3127799861,661749.25,122303.94,0.10673362,,,
GBR,NOR,2012,7,403569003.2,2613147421,668370.75,120762.11,0.10568078,,,
GBR,NOR,2012,8,458783464.1,2788249404,674364.38,124534.23,0.10768762,,,
GBR,NOR,2012,9,392150607.9,2573964369,692458.63,128516.3,0.10790252,,,
GBR,NOR,2012,10,459732242.6,3179739780,691685.19,129936.95,0.1088914,,,
GBR,NOR,2012,11,416004264.6,2825729806,688198.13,130408.91,0.10949907,,,
GBR,NOR,2012,12,425353093.5,3000434424,670056.31,133917.5,0.11513309,,,
GBR,NOR,2013,1,447307957.7,2556477290,691273.94,135600.19,0.11265537,,,
GBR,NOR,2013,2,380829356.5,2549758725,671910.38,136005.27,0.116198,,,
GBR,NOR,2013,3,430569440.1,2468071394,655976.38,131445.7,0.11498094,,,
GBR,NOR,2013,4,454979650.8,2883962669,667388.25,131380.66,0.11291069,,,
GBR,NOR,2013,5,442495689.3,2466584884,671846.06,131641.02,0.11226867,,,
GBR,NOR,2013,6,452632493.1,2567611482,684647.56,131449.28,0.10989784,,,
GBR,NOR,2013,7,407241910.6,2682983704,674946.75,128866.34,0.10917783,,,
GBR,NOR,2013,8,433581695.5,2548222171,690120.13,130793.17,0.10830369,,,
GBR,NOR,2013,9,423441020.5,2403066274,708640.69,130986.71,0.10556114,,,
GBR,NOR,2013,10,412581776.2,2474864753,720765.56,131619.8,0.10422014,,,
GBR,NOR,2013,11,388987201.9,2321694879,723164.25,128937.78,0.10229266,,,
GBR,NOR,2013,12,451272251.5,2504179545,739867.94,127802.5,0.09962178,,,
GBR,NOR,2014,1,469750699.4,2813999213,747716.25,126890.92,0.098383427,,,
GBR,NOR,2014,2,548256197.6,2794414051,744186.5,128264.82,0.1001563,,,
GBR,NOR,2014,3,500780471.3,2527866525,762049.44,131174.05,0.10026143,,,
GBR,NOR,2014,4,410972408.1,2224093123,771107.25,132178.89,0.10007494,,,
GBR,NOR,2014,5,460169680.1,2416524738,778555.56,133079.2,0.10007737,,,
GBR,NOR,2014,6,513287664.3,1942404512,783302.25,130448.15,0.097781688,,,
GBR,NOR,2014,7,480235940.7,2212247936,784603.69,127300.48,0.095534161,,,
GBR,NOR,2014,8,449760937.4,1703440105,776327.63,127129.2,0.096570328,,,
GBR,NOR,2014,9,572166297.5,2405546002,757616.94,124154.41,0.096787937,,,
GBR,NOR,2014,10,456745853.6,2192831588,747017.5,119828.81,0.094886683,,,
GBR,NOR,2014,11,485163819,1984115322,745255.63,115114.49,0.091771066,,,
GBR,NOR,2014,12,454772960.2,2578684906,732818,107535.39,0.087567851,,,
GBR,NOR,2015,1,391257634.6,1319891169,712811.81,101382.97,0.085249126,,,
GBR,NOR,2015,2,401735058.3,1673826724,720199.88,102905.93,0.085970074,,,
GBR,NOR,2015,3,407764760.2,1622613759,707731.38,98054.766,0.083677366,,,
GBR,NOR,2015,4,407726927.2,1625704092,710133.88,99353.359,0.084817551,,,
GBR,NOR,2015,5,393160973.8,1700765915,735463.44,104040.17,0.085603185,,,
GBR,NOR,2015,6,330241907.4,1882907376,739390.75,100782.16,0.082331866,,,
GBR,NOR,2015,7,373280182.3,1689233142,739788.19,97012.789,0.079066046,,,
GBR,NOR,2015,8,365531482.7,1754259432,743198.13,94874.352,0.077774175,,,
GBR,NOR,2015,9,344942392.7,1526731706,732522.81,93351.242,0.078459606,,,
GBR,NOR,2015,10,434981847.6,1621504507,723063.19,92849.578,0.079898894,,,
GBR,NOR,2015,11,356464958.1,1407202426,730595.63,88899.539,0.07626415,,,
GBR,NOR,2015,12,560155946,1171522670,723684.31,87903.68,0.076684326,,,
GBR,NOR,2016,1,345254745.3,1171353539,698905.94,86433.75,0.078641921,,,
GBR,NOR,2016,2,337356253.1,1098968483,695600.25,88940.141,0.081172332,,,
GBR,NOR,2016,3,266375344.5,1224751253,694354.19,90708.836,0.082798831,,,
GBR,NOR,2016,4,317632185.2,1499160852,700467.06,94108.516,0.085013494,,,
GBR,NOR,2016,5,254157146.6,1234250887,712976.69,93890.617,0.083559498,,,
GBR,NOR,2016,6,285142338.1,2270685624,699039.88,93110.148,0.084750593,,,
GBR,NOR,2016,7,859179668.4,1335195695,649252.69,91469.5,0.089888759,,,
GBR,NOR,2016,8,330925913.5,1344295808,650687.56,94319.156,0.09186662,,,
GBR,NOR,2016,9,281711633.2,1519630774,655045.94,96569.023,0.092817791,,,
GBR,NOR,2016,10,256182371.2,1450112243,618203.5,98147.43,0.099310137,,,
GBR,NOR,2016,11,290045293.3,1784600745,624902.69,95739.914,0.095644735,,,
GBR,NOR,2016,12,291506249.8,1679860196,630324.94,94563.352,0.093471788,,,
GBR,NOR,2017,1,296207904.6,2532802837,621867.13,95961.32,0.095955513,,,
GBR,NOR,2017,2,282523345.9,2126180153,632670.94,97923.93,0.096155219,,,
GBR,NOR,2017,3,360308341.4,1997026418,625859.88,96082.336,0.095284119,,,
GBR,NOR,2017,4,314438264.9,1634766657,642106.13,95526.227,0.092249416,,,
GBR,NOR,2017,5,343264630.7,2006753805,658280.44,96363.648,0.090775706,,,
GBR,NOR,2017,6,348865720.2,1830091472,652876.44,97212.969,0.092337877,,,
GBR,NOR,2017,7,298092117.6,1854723292,663663.63,100835.38,0.09422604,,,
GBR,NOR,2017,8,302431351,1966256547,664170,105198.73,0.097787954,,,
GBR,NOR,2017,9,326459031.4,1955012668,684868.75,106795.79,0.095844939,,,
GBR,NOR,2017,10,296803141.6,1423027921,680683.06,105432.29,0.094784975,,,
GBR,NOR,2017,11,320816581.8,2075583644,682738.06,103307.24,0.092452914,,,
GBR,NOR,2017,12,264683966.9,2250376953,694897.75,102258.57,0.089776084,,,
GBR,NZL,2012,1,62811547.42,114112546.7,647966.44,42923.156,0.51581645,,,
GBR,NZL,2012,2,67781001.89,118358151.7,659926.88,44945.715,0.52788746,,,
GBR,NZL,2012,3,77983277.51,126750922.1,660968.31,44453.293,0.5188911,,,
GBR,NZL,2012,4,69321868.43,91014519.89,668906.69,44585.527,0.51191318,,,
GBR,NZL,2012,5,66083531.33,185235887.9,671151.69,42136.352,0.48779473,,,
GBR,NZL,2012,6,74174693.12,98729358.38,661749.25,42200.621,0.50122499,,,
GBR,NZL,2012,7,80403392.97,88487721.19,668370.75,43044.227,0.51201808,,,
GBR,NZL,2012,8,66555893.83,113742788.2,674364.38,43688.496,0.51540077,,,
GBR,NZL,2012,9,85766567.17,104504527,692458.63,44111.824,0.5071286,,,
GBR,NZL,2012,10,83800949.59,114288821.9,691685.19,44257.645,0.50970715,,,
GBR,NZL,2012,11,68303712.55,108450714.3,688198.13,44531.191,0.51309049,,,
GBR,NZL,2012,12,75517889.36,120576566.8,670056.31,45525.234,0.53629577,,,
GBR,NZL,2013,1,79467136,102919146.5,691273.94,46146.664,0.52455586,,,
GBR,NZL,2013,2,77163588.91,117559154,671910.38,46403.91,0.54198557,,,
GBR,NZL,2013,3,66440832.6,96566740.11,655976.38,45966.504,0.54921722,,,
GBR,NZL,2013,4,92235645.86,99604220.98,667388.25,47225.137,0.55390519,,,
GBR,NZL,2013,5,69334486.96,94938112.33,671846.06,46570.734,0.5401333,,,
GBR,NZL,2013,6,68936671.02,115637001.2,684647.56,45023.789,0.51013178,,,
GBR,NZL,2013,7,62224124.42,109373418.4,674946.75,45362.344,0.5190571,,,
GBR,NZL,2013,8,77744481.89,110511289.5,690120.13,46100.363,0.51137918,,,
GBR,NZL,2013,9,67499550.27,117244533.7,708640.69,47812.664,0.51204348,,,
GBR,NZL,2013,10,83572308.03,104662888.6,720765.56,49678.738,0.51861399,,,
GBR,NZL,2013,11,83820832.46,128333772.2,723164.25,49234.375,0.51404196,,,
GBR,NZL,2013,12,69369147.61,106934551.7,739867.94,49071.285,0.50249445,,,
GBR,NZL,2014,1,80058791.99,131940717,747716.25,49448.402,0.50275445,,,
GBR,NZL,2014,2,68403303.62,130995272.2,744186.5,49538.098,0.50800312,,,
GBR,NZL,2014,3,84929477.79,125877978.2,762049.44,50967.832,0.5123657,,,
GBR,NZL,2014,4,79191767.09,142776048.1,771107.25,51642.102,0.51499647,,,
GBR,NZL,2014,5,86957358.49,143207333.5,778555.56,51674.273,0.51094174,,,
GBR,NZL,2014,6,93232656.49,118103201.8,783302.25,51840.102,0.51002604,,,
GBR,NZL,2014,7,112473301.7,128589973.5,784603.69,52386.293,0.51509851,,,
GBR,NZL,2014,8,81683122.67,117553851.7,776327.63,50930.332,0.50500679,,,
GBR,NZL,2014,9,75906796.46,112725980.3,757616.94,49429.973,0.50113153,,,
GBR,NZL,2014,10,72591760.74,121462132.3,747017.5,47742.367,0.48981479,,,
GBR,NZL,2014,11,93407880.25,114300396.1,745255.63,47697.367,0.48947442,,,
GBR,NZL,2014,12,79918572.14,110108946.6,732818,47460.402,0.49426886,,,
GBR,NZL,2015,1,70702880.93,97883474.83,712811.81,46877.531,0.50085241,,,
GBR,NZL,2015,2,71482213.18,104929473.2,720199.88,46019.305,0.48571748,,,
GBR,NZL,2015,3,68709581.2,179257135.7,707731.38,46545.109,0.49898773,,,
GBR,NZL,2015,4,73171547.97,94617746.37,710133.88,47585.5,0.5074774,,,
GBR,NZL,2015,5,70278147.81,107412449.1,735463.44,46552.551,0.47789416,,,
GBR,NZL,2015,6,74712540.33,110799995,739390.75,44152.336,0.44947004,,,
GBR,NZL,2015,7,75022275.47,120563314.6,739788.19,42154.594,0.42759725,,,
GBR,NZL,2015,8,61123135.8,114271116,743198.13,41537.656,0.41968513,,,
GBR,NZL,2015,9,68713478.32,113679543.5,732522.81,40210.918,0.41247448,,,
GBR,NZL,2015,10,68337256.43,109281127.7,723063.19,42381.109,0.4407149,,,
GBR,NZL,2015,11,53998253.61,101219295.9,730595.63,42045.137,0.43170276,,,
GBR,NZL,2015,12,83229602.88,113665813.5,723684.31,43462.016,0.44947359,,,
GBR,NZL,2016,1,82400542.11,99489773.17,698905.94,42377.91,0.45276663,,,
GBR,NZL,2016,2,67031365.22,110414910.7,695600.25,43295.746,0.46411881,,,
GBR,NZL,2016,3,78666614.77,102005691.2,694354.19,44135.695,0.47331139,,,
GBR,NZL,2016,4,75535380.8,88979620.34,700467.06,45367.332,0.48160639,,,
GBR,NZL,2016,5,72427419.18,90463728.83,712976.69,44987.867,0.46841979,,,
GBR,NZL,2016,6,70970976.24,104758200.7,699039.88,46723.879,0.49537697,,,
GBR,NZL,2016,7,66395303.87,83237449.12,649252.69,47529.738,0.54167598,,,
GBR,NZL,2016,8,84599358.17,91202034.65,650687.56,48648.402,0.55121297,,,
GBR,NZL,2016,9,82345969.1,95393049.32,655045.94,49600.691,0.55628264,,,
GBR,NZL,2016,10,84220556.64,92043202.91,618203.5,48984.969,0.58007926,,,
GBR,NZL,2016,11,81647522.41,97848018.29,624902.69,49125.895,0.57537353,,,
GBR,NZL,2016,12,85921618.58,98906249.16,630324.94,48579.082,0.56394035,,,
GBR,NZL,2017,1,79864223.03,93091197.01,621867.13,49290.957,0.57984948,,,
GBR,NZL,2017,2,92411097.3,90959470.2,632670.94,50115.766,0.57831985,,,
GBR,NZL,2017,3,83409341.5,73289965.37,625859.88,48819.418,0.56835204,,,
GBR,NZL,2017,4,89881697.94,90795606.89,642106.13,48748.691,0.55206805,,,
GBR,NZL,2017,5,98349141.05,94598296.5,658280.44,48900.91,0.53653067,,,
GBR,NZL,2017,6,88764058,88211975.82,652876.44,51362.137,0.56439447,,,
GBR,NZL,2017,7,96490487.28,105821136.3,663663.63,52686.117,0.56575787,,,
GBR,NZL,2017,8,108599066.9,105452850.7,664170,52656.82,0.56407881,,,
GBR,NZL,2017,9,97703783.9,108928352.7,684868.75,52429.535,0.54377645,,,
GBR,NZL,2017,10,95118595.59,102278930.4,680683.06,51336.156,0.53483891,,,
GBR,NZL,2017,11,97261812.21,99275814.12,682738.06,50177.074,0.52155215,,,
GBR,NZL,2017,12,81451625.03,91216038.96,694897.75,50759.387,0.51873124,,,
GBR,POL,2012,1,440955412.5,939250000.4,647966.44,118805.66,0.19015659,,,
GBR,POL,2012,2,409431873.7,983390570.9,659926.88,127953.67,0.20024991,,,
GBR,POL,2012,3,436624771.6,1077488760,660968.31,129728.87,0.20186885,,,
GBR,POL,2012,4,416309656,937683406.9,668906.69,128655.62,0.19700785,,,
GBR,POL,2012,5,490265309.5,995117569.2,671151.69,122112.63,0.18769282,,,
GBR,POL,2012,6,427836132.6,922192498.6,661749.25,118981.69,0.18678927,,,
GBR,POL,2012,7,460374386.3,983062391.8,668370.75,120323.77,0.18833338,,,
GBR,POL,2012,8,469216617.9,955948754,674364.38,123930.73,0.19273609,,,
GBR,POL,2012,9,412740011.4,941182099.6,692458.63,127084.8,0.19295873,,,
GBR,POL,2012,10,463262574.1,982187058.5,691685.19,128828.4,0.19631532,,,
GBR,POL,2012,11,492024199.6,998845613.2,688198.13,126298.44,0.19429062,,,
GBR,POL,2012,12,442743657,961558238.8,670056.31,130090.05,0.20645063,,,
GBR,POL,2013,1,478653163,1043565882,691273.94,130163.49,0.20111218,,,
GBR,POL,2013,2,449755624.1,1020081270,671910.38,130657.77,0.20709071,,,
GBR,POL,2013,3,447262403,965559699.7,655976.38,127840.77,0.20694992,,,
GBR,POL,2013,4,446326426.9,1001527362,667388.25,129473.94,0.20542116,,,
GBR,POL,2013,5,434260474.1,914601357.7,671846.06,128562.03,0.2032423,,,
GBR,POL,2013,6,447130330.9,962059241.5,684647.56,127515.18,0.19841914,,,
GBR,POL,2013,7,480024440.7,1026685474,674946.75,127215.06,0.20140183,,,
GBR,POL,2013,8,572543027.5,1025561112,690120.13,131546.5,0.20319514,,,
GBR,POL,2013,9,496151371.1,1040841841,708640.69,132260.45,0.19848819,,,
GBR,POL,2013,10,454295048.9,1101084785,720765.56,137431.64,0.20230331,,,
GBR,POL,2013,11,444195362.2,1069877940,723164.25,136358.94,0.20063856,,,
GBR,POL,2013,12,456915856.8,1042689117,739867.94,138906.45,0.20034826,,,
GBR,POL,2014,1,545769212.8,1080570499,747716.25,138373.92,0.19805081,,,
GBR,POL,2014,2,531184794.9,1013441840,744186.5,139044.7,0.20022754,,,
GBR,POL,2014,3,555666528.1,1056007166,762049.44,140627.77,0.19802772,,,
GBR,POL,2014,4,621229603.2,1103972516,771107.25,141531.22,0.19722292,,,
GBR,POL,2014,5,540843307.5,1063302405,778555.56,141507.77,0.19512044,,,
GBR,POL,2014,6,561685872.4,1057131834,783302.25,142005.33,0.19443853,,,
GBR,POL,2014,7,529773034.6,1159821224,784603.69,141743.44,0.1935786,,,
GBR,POL,2014,8,478774019,1018881047,776327.63,137620.03,0.19018361,,,
GBR,POL,2014,9,462064233.3,1065891599,757616.94,133273.03,0.18895629,,,
GBR,POL,2014,10,485541082.9,1012246958,747017.5,130415.36,0.1877584,,,
GBR,POL,2014,11,479454356.4,930945690,745255.63,128872.98,0.18502559,,,
GBR,POL,2014,12,493198935.5,1070299794,732818,127813.91,0.18567337,,,
GBR,POL,2015,1,429539229.2,1013391631,712811.81,120084.05,0.17843865,,,
GBR,POL,2015,2,551615975.5,1037059407,720199.88,120380.59,0.17747724,,,
GBR,POL,2015,3,449863740.8,1035976659,707731.38,116420.82,0.17508663,,,
GBR,POL,2015,4,440386991.8,997016637.2,710133.88,119265.32,0.17918721,,,
GBR,POL,2015,5,464330416.7,1079422745,735463.44,122314.54,0.17697264,,,
GBR,POL,2015,6,435989829.1,1081594749,739390.75,120735.57,0.17330454,,,
GBR,POL,2015,7,469260556.3,1042142076,739788.19,119053.82,0.17035219,,,
GBR,POL,2015,8,430372544.9,1071375318,743198.13,120280.89,0.17005683,,,
GBR,POL,2015,9,471874449.7,948316050.3,732522.81,121909.56,0.17359708,,,
GBR,POL,2015,10,443257797.2,1049316592,723063.19,122030.36,0.17477289,,,
GBR,POL,2015,11,469679470.4,1020404665,730595.63,116160.02,0.166131,,,
GBR,POL,2015,12,462255465,1012380410,723684.31,116181.73,0.16925532,,,
GBR,POL,2016,1,420085673.6,917497093,698905.94,112941.6,0.17189598,,,
GBR,POL,2016,2,450825189.4,1030046418,695600.25,115798.7,0.17684962,,,
GBR,POL,2016,3,470377339,1012355984,694354.19,119052.1,0.18190718,,,
GBR,POL,2016,4,505705339,1123693113,700467.06,121619.67,0.18397023,,,
GBR,POL,2016,5,491142058.6,1039935109,712976.69,118704.37,0.17658697,,,
GBR,POL,2016,6,494966477.2,1059235255,699039.88,118292.87,0.17966262,,,
GBR,POL,2016,7,458741100.8,1004027381,649252.69,117001.01,0.19151759,,,
GBR,POL,2016,8,511339480.7,1005395204,650687.56,121953.8,0.19880402,,,
GBR,POL,2016,9,484205035.5,1048382079,655045.94,122101.12,0.19734642,,,
GBR,POL,2016,10,397534259.5,999748475.3,618203.5,121323.89,0.20738854,,,
GBR,POL,2016,11,488461808.8,1118382177,624902.69,117613.8,0.19812123,,,
GBR,POL,2016,12,501199925.5,1078359521,630324.94,114378.68,0.19028242,,,
GBR,POL,2017,1,500180910.4,1032721074,621867.13,117667.45,0.19766378,,,
GBR,POL,2017,2,484400545.8,1059411194,632670.94,120063.04,0.19783461,,,
GBR,POL,2017,3,478866517.7,1126583414,625859.88,121393.73,0.20178874,,,
GBR,POL,2017,4,459190337,1062482660,642106.13,123734.39,0.20006572,,,
GBR,POL,2017,5,490294622.7,1080358323,658280.44,129575.23,0.20315444,,,
GBR,POL,2017,6,523555857.6,1126210638,652876.44,132537.27,0.20829204,,,
GBR,POL,2017,7,546237074.8,1142714714,663663.63,136080.06,0.20916362,,,
GBR,POL,2017,8,590537661.8,1197962003,664170,139061.56,0.21356519,,,
GBR,POL,2017,9,582935963.5,1182288830,684868.75,140767.25,0.2096332,,,
GBR,POL,2017,10,631613555,1237382861,680683.06,139238.55,0.20861414,,,
GBR,POL,2017,11,576697246.7,1165604659,682738.06,141140.11,0.21014942,,,
GBR,POL,2017,12,578624951.2,1183594011,694897.75,144187.5,0.21025853,,,
GBR,PRT,2012,1,192722157.7,247611772.3,647966.44,55263.008,0.83150345,,,
GBR,PRT,2012,2,185594632.2,223914860.4,659926.88,56261.238,0.83701295,,,
GBR,PRT,2012,3,181282105,250500081.1,660968.31,55796.215,0.83463746,,,
GBR,PRT,2012,4,186603290.3,209322446,668906.69,55265.277,0.82268661,,,
GBR,PRT,2012,5,183728574.1,212706148.7,671151.69,53659.324,0.80346304,,,
GBR,PRT,2012,6,168653166.3,220607787.4,661749.25,52516.891,0.8048411,,,
GBR,PRT,2012,7,156167690.4,225229580.8,668370.75,51464.063,0.78799689,,,
GBR,PRT,2012,8,163947252.7,217288638.3,674364.38,51865.746,0.7891776,,,
GBR,PRT,2012,9,169748345.1,204896895.7,692458.63,53688.961,0.79768515,,,
GBR,PRT,2012,10,176772748.7,223053996.5,691685.19,54090.305,0.8066842,,,
GBR,PRT,2012,11,175696864.8,244477248.6,688198.13,53608.809,0.80346209,,,
GBR,PRT,2012,12,175666498.1,270974549.6,670056.31,54955.23,0.84584498,,,
GBR,PRT,2013,1,196349313.3,234431614.5,691273.94,55794.598,0.83231086,,,
GBR,PRT,2013,2,171452243.6,246672428,671910.38,56240.527,0.86307269,,,
GBR,PRT,2013,3,131400957.4,212134140.1,655976.38,54720.949,0.8600837,,,
GBR,PRT,2013,4,154164928.5,241376893.1,667388.25,55126.352,0.85157335,,,
GBR,PRT,2013,5,206656652.2,241685447.4,671846.06,55170.344,0.84824568,,,
GBR,PRT,2013,6,162270259.4,228955078.4,684647.56,56283.969,0.85082281,,,
GBR,PRT,2013,7,155560682.7,230903924.1,674946.75,56050.609,0.86111176,,,
GBR,PRT,2013,8,189147674,279174620.6,690120.13,57149.676,0.85914719,,,
GBR,PRT,2013,9,146490885.6,265291850,708640.69,57426.633,0.84119093,,,
GBR,PRT,2013,10,185535045.3,266060425.4,720765.56,58778.156,0.84694856,,,
GBR,PRT,2013,11,188765924.7,286092716.2,723164.25,58120.266,0.83921117,,,
GBR,PRT,2013,12,172544600.9,292016761.1,739867.94,58980.344,0.83689398,,,
GBR,PRT,2014,1,167941291.9,314993592.8,747716.25,58527.066,0.82616204,,,
GBR,PRT,2014,2,177594591.1,293557855.6,744186.5,58782.141,0.83723736,,,
GBR,PRT,2014,3,208127674.6,271820333.8,762049.44,59532.82,0.83154821,,,
GBR,PRT,2014,4,178218198.4,301678965.6,771107.25,59534.613,0.82525408,,,
GBR,PRT,2014,5,177474686.4,309709673.7,778555.56,59339.957,0.81493765,,,
GBR,PRT,2014,6,162968445.4,316476270.6,783302.25,58887.855,0.80407447,,,
GBR,PRT,2014,7,184325176.5,328076968.9,784603.69,58810.52,0.80193096,,,
GBR,PRT,2014,8,171891682,304192324,776327.63,57886.207,0.79727691,,,
GBR,PRT,2014,9,239339033.6,311301261.8,757616.94,56125.121,0.79165119,,,
GBR,PRT,2014,10,166833337.9,336181697.4,747017.5,55175.43,0.78883928,,,
GBR,PRT,2014,11,171507428.6,288170396.6,745255.63,54669.625,0.77945131,,,
GBR,PRT,2014,12,179194308.8,312690045,732818,54416.699,0.78501403,,,
GBR,PRT,2015,1,167730460.5,284155106.3,712811.81,51627.574,0.76183295,,,
GBR,PRT,2015,2,159295335.5,311806822.6,720199.88,50569.703,0.74060208,,,
GBR,PRT,2015,3,166949292.5,299369083.4,707731.38,48427.984,0.72370243,,,
GBR,PRT,2015,4,154311126.8,297494939.9,710133.88,48303.082,0.72134197,,,
GBR,PRT,2015,5,154616013.6,284910369.1,735463.44,50091.359,0.72062904,,,
GBR,PRT,2015,6,173401474.1,304412643.5,739390.75,50500.836,0.72100919,,,
GBR,PRT,2015,7,170196355.6,297034161,739788.19,49647.523,0.7068305,,,
GBR,PRT,2015,8,152853819.6,290458146.3,743198.13,50393.316,0.71385306,,,
GBR,PRT,2015,9,145364777.2,302724484.8,732522.81,50865.164,0.73072803,,,
GBR,PRT,2015,10,171293758.1,309323309.7,723063.19,51029.629,0.74236816,,,
GBR,PRT,2015,11,146470876,311955889.1,730595.63,48906.957,0.7057814,,,
GBR,PRT,2015,12,147694008.9,282592613.3,723684.31,49694.965,0.72566307,,,
GBR,PRT,2016,1,151261055.9,284438479.9,698905.94,49762.754,0.75412726,,,
GBR,PRT,2016,2,197472623.3,295576483.3,695600.25,50890.477,0.77618337,,,
GBR,PRT,2016,3,153078142.1,298479996.4,694354.19,50982.691,0.78028792,,,
GBR,PRT,2016,4,167203232,327891616.5,700467.06,52141.824,0.79238164,,,
GBR,PRT,2016,5,169408423,318188904.3,712976.69,52234.828,0.77879655,,,
GBR,PRT,2016,6,175610806.8,289202133.1,699039.88,52076.309,0.79083312,,,
GBR,PRT,2016,7,147772055.7,301731379.2,649252.69,51551.301,0.84175199,,,
GBR,PRT,2016,8,159286698.7,289276953.7,650687.56,52419.875,0.8549071,,,
GBR,PRT,2016,9,154651686.6,301800143.6,655045.94,52622.457,0.85335195,,,
GBR,PRT,2016,10,140609725.9,269528912.3,618203.5,51948.711,0.89351475,,,
GBR,PRT,2016,11,160327920.8,315913141.6,624902.69,51016.215,0.86864156,,,
GBR,PRT,2016,12,166711064.9,307559551.9,630324.94,49940.59,0.84356499,,,
GBR,PRT,2017,1,166767381.2,324397856.3,621867.13,50411.566,0.86366409,,,
GBR,PRT,2017,2,162154783.2,303829590,632670.94,50762.457,0.85247558,,,
GBR,PRT,2017,3,160354363.8,337687558.9,625859.88,51176.773,0.86641228,,,
GBR,PRT,2017,4,154799197.9,272091912.5,642106.13,51573.535,0.84872544,,,
GBR,PRT,2017,5,168078556.5,319273989,658280.44,53265.395,0.85458213,,,
GBR,PRT,2017,6,157398967.7,346032601.6,652876.44,54253.461,0.87718141,,,
GBR,PRT,2017,7,163854890.5,325841442.6,663663.63,55774.273,0.88665187,,,
GBR,PRT,2017,8,177456303.2,351388835.4,664170,57419.992,0.91090643,,,
GBR,PRT,2017,9,193434649.2,341171950,684868.75,58196.504,0.8941415,,,
GBR,PRT,2017,10,177125088.7,339371727.7,680683.06,57668.828,0.89031547,,,
GBR,PRT,2017,11,179605246.5,325629032.1,682738.06,57547.645,0.88777089,,,
GBR,PRT,2017,12,173326658.8,299950345.9,694897.75,58127.223,0.88300365,,,
GBR,RUS,2012,1,620225814.6,1069988318,647966.44,511240.84,0.020448638,,,
GBR,RUS,2012,2,599763456.5,1145101311,659926.88,544074.88,0.021181673,,,
GBR,RUS,2012,3,737713864.9,1079265216,660968.31,558144.31,0.021508284,,,
GBR,RUS,2012,4,695285113.2,946748850.5,668906.69,626497.56,0.023652224,,,
GBR,RUS,2012,5,696773395.3,941657535.6,671151.69,544306.81,0.020498607,,,
GBR,RUS,2012,6,657261618.2,951737246,661749.25,510672.88,0.019522149,,,
GBR,RUS,2012,7,642601247.1,1032435309,668370.75,521037.84,0.019737918,,,
GBR,RUS,2012,8,564463572.6,1252815370,674364.38,531452.19,0.019868068,,,
GBR,RUS,2012,9,520472646,1407847099,692458.63,542840.5,0.019679446,,,
GBR,RUS,2012,10,479840127.4,2190282030,691685.19,553343.19,0.019997722,,,
GBR,RUS,2012,11,517941098.9,1408979861,688198.13,548739.81,0.019940563,,,
GBR,RUS,2012,12,448665725,1396832364,670056.31,561716.25,0.020973908,,,
GBR,RUS,2013,1,521096092,902941741.9,691273.94,571711.94,0.020700898,,,
GBR,RUS,2013,2,634373997.6,904501961.9,671910.38,577332.38,0.021420522,,,
GBR,RUS,2013,3,524546347.3,759977324.4,655976.38,569085.38,0.0215414,,,
GBR,RUS,2013,4,510512212.3,687483383.4,667388.25,563087.69,0.020867335,,,
GBR,RUS,2013,5,476075317.4,1217482353,671846.06,569120,0.020915199,,,
GBR,RUS,2013,6,460257809.2,420293470.4,684647.56,555129.56,0.019985905,,,
GBR,RUS,2013,7,446163579.7,800660758.1,674946.75,551588.25,0.020110399,,,
GBR,RUS,2013,8,443964990,918944749,690120.13,547904.44,0.019551164,,,
GBR,RUS,2013,9,551285492,799206074.1,708640.69,555392.31,0.019314446,,,
GBR,RUS,2013,10,606678908.7,1452999087,720765.56,566206.63,0.019373316,,,
GBR,RUS,2013,11,541991122.9,915371689.9,723164.25,564514.13,0.019051714,,,
GBR,RUS,2013,12,503472162.5,823482998.9,739867.94,568585.13,0.018565133,,,
GBR,RUS,2014,1,550349885.3,1082788322,747716.25,567224.56,0.01814346,,,
GBR,RUS,2014,2,531853762.8,797750415.3,744186.5,544704.25,0.017401822,,,
GBR,RUS,2014,3,515488763.5,830931908.9,762049.44,535620.81,0.016612869,,,
GBR,RUS,2014,4,450902387.7,1230443041,771107.25,549726.44,0.016753146,,,
